name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
KRON,"Kronos Bio, Inc.",kronos-bio,streaming,stock,common,0.98,10000,1,false,0,USD,1.81818182,51497,0.28695051,59134102,USD,,-1.4413,30.67673513,0,Health technology,america,Health Technology,
KROS,"Keros Therapeutics, Inc.",keros-therapeutics,streaming,stock,common,11.08,100,1,false,0,USD,0.63578565,2027457,2.14142605,449427467,USD,,-5.0115,3.51738478,0,Health technology,america,Health Technology,1.357143
KRP,Kimbell Royalty Partners,kimbell-royalty-partners,streaming,stock,common,15.32,100,1,false,0,USD,1.59151194,893326,1.03843601,3009819554,USD,,-0.2132,-124.36292995,11.423,Miscellaneous,america,Miscellaneous,1.214286
KRRO,"Korro Bio, Inc.",korro-bio,streaming,stock,common,25.07,100,1,false,0,USD,1.37484836,141943,2.3877436,234862309,USD,,-12.0168,85.5370006,0,Health technology,america,Health Technology,1
KRT,Karat Packaging Inc.,karat-packaging,streaming,stock,common,29.91,100,1,false,0,USD,2.3613963,37219,0.80703322,598920980,USD,21.27462835,1.4059,-15.26128624,5.18221,Process industries,america,Process Industries,1.5
KRUS,"Kura Sushi USA, Inc.",kura-sushi-usa,streaming,stock,common,62.2,100,1,false,0,USD,-0.76579451,342306,1.31865567,750513420,USD,,-0.6858,-658.92420538,0,Consumer services,america,Consumer Services,1.4
KRYS,"Krystal Biotech, Inc.",krystal-biotech,streaming,stock,common,179.25,100,1,false,0,USD,3.40351889,260738,0.77443381,5163489473.999999,USD,59.98995984,2.988,3261.07986502,0,Health technology,america,Health Technology,1.1
KSCP,"Knightscope, Inc.",,streaming,stock,common,6.3,100,1,false,0,USD,-4.10958904,157976,0.70271646,26536287.00000001,USD,,-13.8631,49.84225189,0,Producer manufacturing,america,Producer Manufacturing,1
KSS,Kohl's Corporation,kohls,streaming,stock,common,11.41,100,1,false,0,USD,0.0877193,5989069,0.78261136,1270132714,USD,5.1438103,2.2182,,17.5285,Retail trade,america,Retail Trade,2.25
KTB,"Kontoor Brands, Inc.",kontoor-brands,streaming,stock,common,65.04,100,1,false,0,USD,-3.31499926,985088,0.8599791,3598406082,USD,14.90273354,4.3643,7.58251781,3.10578,Consumer non-durables,america,Consumer Non-Durables,1.7
KTCC,Key Tronic Corporation,key-tronic,streaming,stock,common,3.06,100,1,false,0,USD,2.68456376,15770,0.41119751,32931326,USD,,-0.743,-281.9294809,0,Electronic technology,america,Electronic Technology,
KTOS,"Kratos Defense & Security Solutions, Inc.",kratos-defense-and-security-solutions,streaming,stock,common,26.39,100,1,false,0,USD,0.45679482,2862764,1.02279634,4033513448.999999,USD,247.56097561,0.1066,,0,Electronic technology,america,Electronic Technology,1.346154
KTTA,Pasithea Therapeutics Corp.,pasithea-therapeutics,streaming,stock,common,1.16,100,1,false,0,USD,-4.91803279,51867,0.41915877,1469055,USD,,-15.1289,-22.04662794,0,Health technology,america,Health Technology,
KULR,"KULR Technology Group, Inc.",kulr-technology,streaming,stock,common,1.36,100,1,false,0,USD,-2.15827338,11167923,0.81468025,325418789,USD,,-0.1184,41.06520657,0,Producer manufacturing,america,Producer Manufacturing,1
KURA,"Kura Oncology, Inc.",kura-oncology,streaming,stock,common,7.71,100,1,false,0,USD,0.78431373,1980142,2.21059078,599558501,USD,,-2.0233,2.89868983,0,Health technology,america,Health Technology,1.233333
KVAC,Keen Vision Acquisition Corporation,keen-vision-acquisition,streaming,stock,common,11.16,100,1,false,0,USD,0.0896861,831,0.11439506,216125000,USD,25.83333333,0.432,,0,Finance,america,Finance,
KVHI,"KVH Industries, Inc.",kvh-industries,streaming,stock,common,5.83,100,1,false,0,USD,-0.34188034,51739,2.61429553,115428878.99999999,USD,,-0.9817,-615.00364166,0,Electronic technology,america,Electronic Technology,
KVUE,Kenvue Inc.,kenvue,streaming,stock,common,23.6,100,1,false,0,USD,1.98789974,30981686,1.67705268,45105281784,USD,44.08742761,0.5353,-32.97859021,3.45339,Consumer non-durables,america,Consumer Non-Durables,1.694444
KVYO,"Klaviyo, Inc. Series A",klaviyo,streaming,stock,common,39.32,100,1,false,0,USD,-1.23084652,1353889,0.71517648,10738884763,USD,,-0.1725,86.5234375,0,Technology services,america,Technology Services,1.285714
KW,Kennedy-Wilson Holdings Inc.,kennedy-wilson-holdings,streaming,stock,common,9.71,100,1,false,0,USD,1.46290491,784281,1.1730729,1334269809,USD,,-0.5588,77.28455285,6.1792,Finance,america,Finance,2.166667
KWR,Quaker Houghton,quaker-chemical-corp,streaming,stock,common,139.02,100,1,false,0,USD,0,147589,1.03105193,2456713379,USD,21.39987377,6.4963,3.73333333,1.35232,Process industries,america,Process Industries,1.333333
KXIN,Kaixin Holdings,kaixin-auto,streaming,stock,common,1.2,100,1,false,0,USD,-2.43902439,97479,0.2665953,2023790,USD,,-2.1512,-2552.52774353,0,Retail trade,america,Retail Trade,
KYMR,"Kymera Therapeutics, Inc.",kymera-therapeutics,streaming,stock,common,31.35,100,1,false,0,USD,3.63636364,2134259,3.50982047,2035998737.9999995,USD,,-2.9672,-17.79277491,0,Health technology,america,Health Technology,1.111111
KYTX,"Kyverna Therapeutics, Inc.",kyverna-therapeutics-inc,streaming,stock,common,2.84,100,1,false,0,USD,1.42857143,175833,0.58513614,122607374,USD,,-3.0697,,0,Health technology,america,Health Technology,1.142857
KZR,"Kezar Life Sciences, Inc.",kezar-life-sciences,streaming,stock,common,5.71,100,1,false,0,USD,-3.05602716,123675,4.03345476,41683001,USD,,-13.1521,-8.52015347,0,Health technology,america,Health Technology,1.4
L,Loews Corporation,loews,streaming,stock,common,86.67,100,1,false,0,USD,1.02576058,1075988,1.40412224,18448688274,USD,13.54599731,6.3982,1.76549179,0.28845,Finance,america,Finance,
LAB,Standard BioTools Inc.,standard-biotools,streaming,stock,common,1.065,100,1,false,0,USD,1.9138756,8068064,4.01225888,396455663.99999994,USD,,-0.552,41.45720649,0,Health technology,america,Health Technology,1.333333
LAC,Lithium Americas Corp.,lithium-americas,streaming,stock,common,2.65,100,1,false,0,USD,-3.28467153,4281583,1.0341263,578702794.5052084,USD,,,,0,Process industries,america,Process Industries,1.538462
LAD,"Lithia Motors, Inc.",lithia-motors-inc,streaming,stock,common,344.44,100,1,false,0,USD,-0.02031871,379913,1.33603908,9054207194,USD,11.5987123,29.6964,-18.1795639,0.606782,Retail trade,america,Retail Trade,1.323529
LAES,SEALSQ Corp,sealsq,streaming,stock,common,2.88,100,1,false,0,USD,-3.67892977,8134013,0.5299368,305719913.00000006,USD,,-0.5754,-263.0952381,0,Electronic technology,america,Electronic Technology,1
LAKE,"Lakeland Industries, Inc.",lakeland-industries,streaming,stock,common,23.6,100,1,false,0,USD,0.46828438,34948,0.64217031,224167054,USD,,-0.0896,-110.30595813,0.508475,Consumer non-durables,america,Consumer Non-Durables,1
LANC,Lancaster Colony Corporation,lancaster-colony,streaming,stock,common,191.155,100,1,false,0,USD,0.59201179,179962,1.29895946,5270525723,USD,33.57130313,5.694,21.40207241,1.90945,Consumer non-durables,america,Consumer Non-Durables,1.875
LANV,Lanvin Group Holdings Limited,lanvin-limited-redeemable,streaming,stock,common,1.98,100,1,false,0,USD,4.76190476,23011,0.54077491,287142481,USD,,-1.3284,20.50745018,0,Consumer non-durables,america,Consumer Non-Durables,
LAR,Lithium Argentina AG,lithium-americas,streaming,stock,common,2.2,100,1,false,0,USD,-1.34529148,991270,1.02745789,356249821.71428573,USD,0.28050683,7.84294641,3327.05999808,0,Non-energy minerals,america,Non-Energy Minerals,1.25
LARK,Landmark Bancorp Inc.,landmark-bancorp,streaming,stock,common,24.15,100,1,false,0,USD,0.37406484,7372,0.53366923,139497216,USD,10.70810979,2.2553,6.08184384,3.35404,Finance,america,Finance,
LASE,Laser Photonics Corporation,laser-photonics,streaming,stock,common,3.59,100,1,false,0,USD,6.52818991,191399,0.97575088,51273795,USD,,-0.9886,-78.89974665,0,Electronic technology,america,Electronic Technology,
LASR,"nLIGHT, Inc.",nlight,streaming,stock,common,9.17,100,1,false,0,USD,0.99118943,760890,2.49745377,444097195,USD,,-1.2663,-40.48147326,0,Electronic technology,america,Electronic Technology,1.375
LAUR,"Laureate Education, Inc.",laureate-education,streaming,stock,common,19.94,100,1,false,0,USD,0.40281974,1407143,1.52656396,3006650011.0000005,USD,10.27146757,1.9413,185.02422552,0,Commercial services,america,Commercial Services,1.333333
LAW,"CS Disco, Inc.",cs-disco,streaming,stock,common,4.82,100,1,false,0,USD,-2.03252033,125855,0.57727335,291048219,USD,,-0.9268,-31.4423486,0,Technology services,america,Technology Services,1.916667
LAZ,"Lazard, Inc.",lazard,streaming,stock,common,50.15,100,1,false,0,USD,3.18930041,999410,0.97087973,4508445804,USD,18.87040939,2.6576,,3.98804,Finance,america,Finance,1.75
LAZR,"Luminar Technologies, Inc.",luminar,streaming,stock,common,5.2,100,1,false,0,USD,1.16731518,967881,0.54676364,173139440.00000003,USD,,-13.3527,23.18750539,0,Producer manufacturing,america,Producer Manufacturing,2.083333
LB,LandBridge Company LLC,landbridge-company-llc,streaming,stock,common,69.18,100,1,false,0,USD,6.61118816,706888,1.40249879,8973415900.000002,USD,,,,0.14455,Commercial services,america,Commercial Services,1.388889
LBGJ,Li Bang International Corporation Inc.,,streaming,stock,common,2.2,100,1,false,0,USD,12.82051282,1186223,6.22755601,40744000,USD,,-0.074,-322.22222222,0,Consumer durables,america,Consumer Durables,
LBRDA,Liberty Broadband Corporation,liberty-broadband,streaming,stock,common,81.53,100,1,false,0,USD,1.38025367,102612,1.44499521,11768451231.999998,USD,13.41638006,6.0769,29.02944986,0,Communications,america,Communications,1.666667
LBRT,Liberty Energy Inc.,liberty-oilfield-services,streaming,stock,common,17.27,100,1,false,0,USD,-0.80413555,3281470,0.93942071,2803544349.9999995,USD,9.26055016,1.8649,-40.86628405,1.67921,Industrial services,america,Industrial Services,1.5
LBTYA,Liberty Global Ltd.,liberty-global,streaming,stock,common,11.56,100,1,false,0,USD,0.52173913,2041035,0.62891015,4122726184,USD,,-11.0358,3.0569757,0,Communications,america,Communications,1.857143
LC,LendingClub Corporation,lending-club,streaming,stock,common,12.79,100,1,false,0,USD,2.07501995,1688619,0.89797958,1450180219,USD,28.12225154,0.4548,26.40355753,0,Finance,america,Finance,1.222222
LCFY,Locafy Limited,locafy-limited,streaming,stock,common,6.6,100,1,false,0,USD,2.08816705,2946,0.27177372,9122420,USD,,,,0,Technology services,america,Technology Services,
LCID,"Lucid Group, Inc.",lucid-group,streaming,stock,common,2.22,100,1,false,0,USD,-0.44843049,136166153,1.26737441,6729929545,USD,,-1.2724,8.23597288,0,Consumer durables,america,Consumer Durables,2.266667
LCII,LCI Industries,lci-industries,streaming,stock,common,103.82,100,1,false,0,USD,1.1299435,386302,1.44451545,2643592149,USD,18.52638341,5.6039,122.17420608,4.14178,Producer manufacturing,america,Producer Manufacturing,1.772727
LCNB,LCNB Corporation,lcnb,streaming,stock,common,15.49,100,1,false,0,USD,3.89000671,17925,0.66634449,218569121,USD,16.07346685,0.9637,-14.96514603,5.68108,Finance,america,Finance,2
LCTX,"Lineage Cell Therapeutics, Inc.",lineage-cell-therapeutics,streaming,stock,common,0.5615,10000,1,false,0,USD,-2.24582173,1179374,1.31173706,123763767.00000001,USD,,-0.11,18.1547619,0,Health technology,america,Health Technology,1.214286
LCUT,"Lifetime Brands, Inc.",lifetime-brands,streaming,stock,common,4.99,100,1,false,0,USD,0.20080321,37000,0.96445589,110562100.00000001,USD,,-0.9989,-166.65776829,3.40681,Consumer durables,america,Consumer Durables,1.5
LDI,"loanDepot, Inc.",loandepot,streaming,stock,common,1.64,100,1,false,0,USD,3.79746835,474243,0.63203444,536281043.99999994,USD,,-0.5118,45.57056259,0,Finance,america,Finance,2.1
LDOS,"Leidos Holdings, Inc.",leidos-holdings,streaming,stock,common,129.97,100,1,false,0,USD,0.23135652,2288521,1.21473364,17047823713.999996,USD,14.07134737,9.2365,550.04574565,1.18489,Electronic technology,america,Electronic Technology,1.5
LDTC,LeddarTech Holdings Inc.,leddartech,streaming,stock,common,0.528,10000,1,false,0,USD,-4.95049505,194885,0.75076382,23243016,USD,,,,0,Technology services,america,Technology Services,1.5
LDWY,"Lendway, Inc.",insignia-systems,streaming,stock,common,3.95,100,1,false,0,USD,1.80412371,2497,0.35916172,6989916,USD,,-1.8344,-235.72474378,0,Commercial services,america,Commercial Services,
LE,"Lands' End, Inc.",lands-end,streaming,stock,common,11.78,100,1,false,0,USD,1.46425495,78900,0.49598934,364351126,USD,,-0.665,83.06034593,0,Retail trade,america,Retail Trade,1
LEA,Lear Corporation,lear,streaming,stock,common,93.99,100,1,false,0,USD,-2.4291498,944641,1.87272078,5041377467,USD,10.50778106,8.9448,-7.58072015,3.27694,Producer manufacturing,america,Producer Manufacturing,1.441176
LECO,"Lincoln Electric Holdings, Inc.",lincoln-electric,streaming,stock,common,206.69,100,1,false,0,USD,0.68686672,457401,1.33266885,11594344535,USD,25.36166975,8.1497,-13.04667911,1.39339,Producer manufacturing,america,Producer Manufacturing,1.666667
LEDS,SemiLEDS Corporation,semileds,streaming,stock,common,1.66,100,1,false,0,USD,0,6336,0.27463763,11971484,USD,,-0.312,45.0413951,0,Electronic technology,america,Electronic Technology,
LEE,"Lee Enterprises, Incorporated",lee-enterprises,streaming,stock,common,9.7,100,1,false,0,USD,6.01092896,37104,2.28273308,60052107,USD,,-7.2151,-645.74677003,0,Consumer services,america,Consumer Services,
LEG,"Leggett & Platt, Incorporated",legget-platt,streaming,stock,common,9.17,100,1,false,0,USD,0.32822757,2588773,1.17643041,1235507793,USD,,-3.7278,-271.73913043,6.65213,Consumer durables,america,Consumer Durables,2
LEGH,Legacy Housing Corporation,legacy-housing,streaming,stock,common,24.69,100,1,false,0,USD,1.18852459,76853,0.59841591,596468685,USD,11.31115998,2.1828,-18.93939394,0,Consumer durables,america,Consumer Durables,1
LEGT,Legato Merger Corp. III,legato-merger-iii,streaming,stock,common,10.39,100,1,false,0,USD,0,31953,0.92881498,216835418.86772487,USD,27.41424802,0.379,,0,Finance,america,Finance,
LEN,Lennar Corporation,lennar,streaming,stock,common,119.63,100,1,false,0,USD,-0.61477112,3040358,1.25224234,31638429030,USD,8.3386773,14.3464,4.25177854,1.67182,Consumer durables,america,Consumer Durables,1.725
LENZ,"LENZ Therapeutics, Inc.",graphite-bio,streaming,stock,common,21.83,100,1,false,0,USD,2.53640207,97406,1.11099832,600344484,USD,,-7.0708,54.85263319,0,Health technology,america,Health Technology,1.071429
LESL,"Leslie's, Inc.",leslie-s,streaming,stock,common,1.04,100,1,false,0,USD,1.46341463,16550990,1.4836572,192636443,USD,,-0.1536,-260.5015674,0,Retail trade,america,Retail Trade,2.041667
LEU,Centrus Energy Corp.,centrus,streaming,stock,common,90.73,100,1,false,0,USD,1.35165326,739339,0.92007814,1521098995.0000002,USD,20.62748664,4.3985,-18.57946762,0,Non-energy minerals,america,Non-Energy Minerals,1.25
LEVI,Levi Strauss & Co,levi-strauss-and-co,streaming,stock,common,17.97,100,1,false,0,USD,2.74442539,1949968,1.02150947,7113974357.000001,USD,34.2350924,0.5249,-15.6380585,2.83806,Consumer non-durables,america,Consumer Non-Durables,1.607143
LEXX,Lexaria Bioscience Corp.,lexaria-bioscience,streaming,stock,common,1.47,100,1,false,0,USD,-5.16129032,64205,0.47066801,25802313.00000001,USD,,-0.4893,58.64953942,0,Health technology,america,Health Technology,1
LFCR,"Lifecore Biomedical, Inc.",lifecore-biomedical,streaming,stock,common,5.84,100,1,false,0,USD,1.21317158,81244,0.70643578,216227953.00000003,USD,,-0.584,76.45920671,0,Health technology,america,Health Technology,1.666667
LFMD,"LifeMD, Inc.",lifemd,streaming,stock,common,5.26,100,1,false,0,USD,4.78087649,1292888,0.71942014,227821753,USD,,-0.641,35.02280791,0,Health services,america,Health Services,1.111111
LFST,"LifeStance Health Group, Inc.",lifestance-health-group,streaming,stock,common,7.79,100,1,false,0,USD,0.64599483,2917776,1.53310677,2995645817,USD,,-0.1516,69.93256644,0,Health services,america,Health Services,1.333333
LFUS,"Littelfuse, Inc.",littelfuse,streaming,stock,common,232.11,100,1,false,0,USD,-0.96006144,210792,1.28309591,5759737183.999999,USD,51.64197036,4.4946,-56.52897198,1.18478,Electronic technology,america,Electronic Technology,1.571429
LFVN,Lifevantage Corporation,lifevantage-corporation,streaming,stock,common,17.17,100,1,false,0,USD,3.55850422,162670,0.66379933,215505494.99999997,USD,30.38400283,0.5651,143.78774806,0.902737,Health technology,america,Health Technology,1
LFWD,Lifeward Ltd.,rewalk,streaming,stock,common,1.75,100,1,false,0,USD,1.74418605,175969,0.38470065,18601277,USD,,-2.2402,11.76146211,0,Health technology,america,Health Technology,1
LGCB,Linkage Global Inc,,streaming,stock,common,0.258,10000,1,false,0,USD,-1.75171363,61237,0.18805567,7946400,USD,,-0.0001,50,0,Technology services,america,Technology Services,
LGCL,Lucas GC Limited,lucas-gc-limited,streaming,stock,common,0.5262,10000,1,false,0,USD,-4.1180758,109915,0.55603361,41866205.00000001,USD,,,,0,Commercial services,america,Commercial Services,
LGCY,Legacy Education Inc.,,streaming,stock,common,7.32,100,1,false,0,USD,1.66666667,48915,0.34569589,90625700,USD,14.09589832,0.5193,54.83005367,0,Consumer services,america,Consumer Services,1
LGF.A,Lions Gate Entertainment Corporation,lions-gate-entertainment,streaming,stock,common,9.97,100,1,false,0,USD,2.78350515,567460,0.92129313,2215715525,USD,,-1.1948,75.96024225,0,Consumer services,america,Consumer Services,1.416667
LGIH,"LGI Homes, Inc.",lgi-homes,streaming,stock,common,73.43,100,1,false,0,USD,-0.27162841,301226,1.0574409,1718047132,USD,8.84049072,8.3061,-1.37498664,0,Consumer durables,america,Consumer Durables,1.928571
LGL,"LGL Group, Inc. (The)",lgl-the,streaming,stock,common,6.85,100,1,false,0,USD,3.94537178,1982,0.45190269,36805426,USD,102.69865067,0.0667,33.4,0,Electronic technology,america,Electronic Technology,
LGMK,"LogicMark, Inc.",logicmark-com-usd00001-pst-rev-spt,streaming,stock,common,0.183,10000,1,false,0,USD,-11.72214182,6311981,0.89750634,1204593,USD,,-223.4978,11.13725553,0,Electronic technology,america,Electronic Technology,
LGND,Ligand Pharmaceuticals Incorporated,ligand-pharmaceutical,streaming,stock,common,122.23,100,1,false,0,USD,5.6713063,149283,1.25095949,2309581431,USD,,-0.154,-105.3086973,0,Health technology,america,Health Technology,1.071429
LGTY,"Logility Supply Chain Solutions, Inc.",american-software,streaming,stock,common,14.13,100,1,false,0,USD,0,378840,0.69249946,476026425,USD,145.97107438,0.0968,-67.11956522,3.11394,Technology services,america,Technology Services,2
LGVN,Longeveron Inc.,longeveron,streaming,stock,common,1.52,100,1,false,0,USD,-0.65359477,3832638,24.12987924,22551897,USD,,-6.3315,35.2977845,0,Health technology,america,Health Technology,1
